Name,Arp,RA,Dec,Diam
,1248-255,192.9035,-26.1201,2.2
,1249-313,193.1706,-31.8882,1.3
,1250-422,193.2016,-42.6582,1.0
,1250-401,193.2184,-40.4915,1.2
,1250-410,193.2326,-41.3748,0.7
,1250-271,193.2896,-27.463,1.2
,1250-220,193.3705,-22.3479,1.0
,1250-250,193.3912,-25.3829,0.5
,1251-240,193.5277,-24.4278,1.6
,1251-240,193.5569,-24.4361,1.6
,1251-313,193.6512,-31.881,1.8
,1251-283,193.6675,-28.8793,0.5
,1252-280,193.7211,-28.3409,0.4
,1252-264,193.7358,-26.9525,1.8
,1252-251,193.8716,-25.5374,0.5
,1252-300,193.9079,-30.349,1.0
,1253-240,193.991,-24.2889,0.2
,1254-413,194.2209,-41.802,1.0
,1254-245,194.3556,-25.2568,0.9
,1255-241,194.4213,-24.4801,3.1
,1255-235,194.4251,-24.1867,2.2
,1255-325,194.5728,-33.2266,1.1
,1257-251,194.9449,-25.5978,0.7
,1257-340,195.0221,-34.431,0.4
,1257-332,195.0376,-33.7327,0.2
,1257-222,195.0784,-22.6976,0.9
,1257-421,195.122,-42.4876,0.4
,1258-352,195.2751,-35.6191,1.1
,1258-254,195.2673,-26.094,7.2
,1258-303,195.3711,-30.8689,10.3
,1259-423,195.5077,-42.7704,1.3
,1259-360,195.5234,-36.4337,0.1
,1259-323,195.5249,-32.7854,2.7
,1259-322,195.5583,-32.762,3.6
,1259-361,195.6238,-36.452,0.7
,1259-381,195.6281,-38.6003,0.6
,1259-340,195.6573,-34.3186,1.0
,1300-233,195.7149,-23.9235,1.3
,1300-412,195.7772,-41.7168,0.3
,1300-243,195.758,-24.8151,0.5
,1301-301,196.0641,-30.523,1.3
,1301-341,196.1467,-34.4846,0.4
,1303-372,196.5,-37.6041,1.7
,1303-235,196.5963,-24.164,0.7
,1303-380,196.6604,-38.2756,0.3
,1303-371,196.6714,-37.5739,1.0
,1304-333,196.7808,-33.8621,0.3
,1304-241,196.7931,-24.5537,0.3
,1305-280,196.9876,-28.3518,3.6
,1305-365,197.0635,-37.1467,0.4
,1305-280,197.0544,-28.2967,3.6
,1306-282,197.2889,-28.6447,1.6
,1306-240,197.3273,-24.383,0.9
,1306-265,197.4031,-27.1395,0.5
,1307-231,197.4428,-23.5445,0.4
,1307-230,197.4509,-23.3861,1.3
,1307-235,197.469,-24.2411,1.6
,1307-263,197.5278,-26.7793,0.5
,1308-253,197.7851,-25.9006,0.5
,1308-274,197.7932,-28.0123,7.6
,1310-393,198.3495,-39.8182,0.1
,1311-373,198.516,-37.7963,0.3
,1311-280,198.5122,-28.2962,0.4
,1311-265,198.6354,-27.226,0.1
,1311-365,198.6859,-37.176,13.4
,1312-365,198.7737,-37.1459,0.4
,1312-254,198.7666,-25.9475,1.3
,1312-392,198.8261,-39.7241,0.1
,1312-322,198.868,-32.7124,0.1
,1312-222,198.9235,-22.7356,2.7
,1313-221,198.9397,-22.4956,0.3
,1313-370,199.0208,-37.3321,1.8
,1314-273,199.188,-27.8869,1.6
,1314-350,199.2378,-35.4051,0.7
,1315-390,199.4942,-39.2914,0.4
,1315-350,199.6097,-35.3529,5.4
,1316-234,199.7022,-23.941,0.9
,1316-342,199.7249,-34.6077,0.7
,1316-284,199.7457,-28.9526,0.4
,1316-270,199.7466,-27.3343,0.2
,1316-365,199.7857,-37.2343,6.3
,1316-240,199.7616,-24.4226,1.1
,1316-341,199.8376,-34.5375,5.8
,1316-330,199.843,-33.2775,0.6
,1316-241,199.8828,-24.4857,0.4
,1316-263,199.8958,-26.8007,0.4
,1317-270,199.9597,-27.4073,2.7
,1317-220,199.9662,-22.2756,1.1
,1317-354,200.0628,-36.0405,3.1
,1317-303,200.1134,-30.902,0.9
,1317-252,200.1774,-25.6286,0.4
,1318-270,200.277,-27.3284,0.2
,1319-271,200.4442,-27.4315,6.7
,1319-251,200.4778,-25.4948,0.7
,1319-370,200.5304,-37.388,0.7
,1319-392,200.6497,-39.7312,0.5
,1320-330,200.7043,-33.4161,1.8
,1320-322,200.715,-32.671,1.2
,1320-265,200.7695,-27.2059,0.4
,1320-230,200.8743,-23.3924,0.7
,1320-273,200.9131,-27.9224,0.3
,1320-274,200.9257,-27.9707,0.4
,1320-274,200.9299,-27.9807,0.7
,1321-241,200.9517,-24.489,0.4
,1321-270,200.987,-27.3572,0.2
,1321-390,201.0373,-39.2639,1.3
,1321-242,201.0189,-24.6605,1.3
,1321-233,201.0381,-23.8721,1.1
,1321-304,201.1497,-30.9703,0.6
,1321-372,201.1793,-37.6786,1.6
,1321-375,201.2014,-38.1152,0.2
,1322-300,201.2819,-30.3434,2.9
,1322-333,201.3571,-33.795,0.5
,1322-250,201.3503,-25.3816,0.5
,1322-370,201.3875,-37.3766,1.6
,1322-242,201.3863,-24.6515,0.8
,1322-342,201.4554,-34.6381,0.5
,1323-262,201.4992,-26.678,0.3
,1323-222,201.5825,-22.6312,1.1
,1323-335,201.6129,-34.1228,0.9
,1323-295,201.6326,-30.2228,0.4
,1323-362,201.7077,-36.7577,0.7
,1323-293,201.6944,-29.8843,1.3
,1323-861,203.3088,-86.5363,0.3
,1324-294,201.7534,-30.0742,2.2
,1324-250,201.8472,-25.3924,3.6
,1324-411,201.9057,-41.484,4.7
,1325-292,201.9612,-29.6189,0.4
,1325-251,201.9936,-25.5305,0.3
,1325-274,202.0115,-27.9254,0.4
,1325-265,202.0097,-27.1038,0.3
,1325-271,202.0901,-27.567,0.6
,1325-255,202.1121,-26.2303,0.4
,1325-371,202.1615,-37.5769,9.4
,1325-371,202.2029,-37.4301,0.7
,1326-234,202.3618,-23.9631,0.3
,1326-251,202.4278,-25.5113,0.5
,1327-291,202.4705,-29.5113,1.7
,1327-231,202.6781,-23.5059,0.4
,1328-250,202.8034,-25.404,0.9
,1328-343,202.8602,-34.7939,2.9
,1328-313,202.8648,-31.8156,0.3
,1328-325,202.9563,-33.2404,3.4
,1329-334,202.9919,-34.0403,0.9
,1329-223,203.1234,-22.87,0.9
,1329-325,203.1607,-33.115,0.4
,1329-265,203.1583,-27.17,1.1
,1330-235,203.2182,-24.2032,0.9
,1330-265,203.2919,-27.1547,0.3
,1331-380,203.5018,-38.3411,0.6
,1331-311,203.6744,-31.449,0.2
,1331-231,203.6674,-23.454,0.4
,1332-290,203.7483,-29.3306,1.3
,1332-290,203.7649,-29.2622,0.4
,1332-331,203.7844,-33.4822,0.7
,1332-262,203.7875,-26.6005,0.1
,1332-321,203.8236,-32.5388,0.2
,1332-335,203.8281,-34.1821,0.7
,1332-335,203.8407,-34.1871,0.4
,1332-335,203.8407,-34.2071,0.9
,1332-224,203.8458,-22.9953,0.7
,1332-300,203.9515,-30.3885,3.4
,1333-254,203.974,-26.0051,0.2
,1333-285,204.1282,-29.2348,0.9
,1333-261,204.1423,-26.5548,1.6
,1334-333,204.2407,-33.7546,0.5
,1334-274,204.3382,-28.0477,1.5
,1334-221,204.3666,-22.5377,0.1
,1334-351,204.4589,-35.4992,0.5
,1335-310,204.6098,-31.2639,0.2
,1336-253,204.7336,-25.8486,1.4
,1336-221,204.8507,-22.505,0.8
,1337-312,204.9743,-31.6448,4.5
,1337-312,204.9868,-31.6281,0.9
,1337-251,205.0124,-25.4747,1.8
,1337-283,205.0754,-28.8929,1.6
,1337-322,205.2028,-32.6627,0.6
,1338-232,205.2332,-23.6026,0.4
,1338-225,205.2615,-23.2209,0.7
,1338-293,205.3998,-29.9106,2.2
,1339-360,205.5274,-36.352,0.4
,1340-354,205.8105,-35.9864,0.4
,1340-254,205.8403,-25.933,1.3
,1341-270,205.961,-27.3628,1.5
,1341-265,206.0191,-27.231,0.6
,1341-294,206.1476,-29.9374,0.2
,1341-294,206.1772,-30.0573,0.6
,1342-355,206.2457,-36.1522,1.3
,1342-295,206.3656,-30.2302,0.6
,1343-224,206.5134,-23.0199,0.4
,1343-244,206.5726,-24.9431,0.1
,1344-215,206.7407,-22.1127,0.8
,1344-315,206.8059,-32.2126,0.4
,1344-240,206.8049,-24.3709,1.1
,1344-301,206.8424,-30.4192,0.8
,1344-323,206.8706,-32.8642,2.9
,1344-252,206.9376,-25.6157,0.5
,1346-300,207.2723,-30.2983,1.9
,1346-354,207.328,-36.0649,4.0
,1346-223,207.3478,-22.8364,0.4
,1347-354,207.6745,-35.9158,0.5
,1347-363,207.6857,-36.7524,0.7
,1348-333,207.8263,-33.8154,8.1
,1351-365,208.5273,-37.1455,0.5
,1351-263,208.5779,-26.8837,1.0
,1352-280,208.7325,-28.3417,3.4
,1352-263,208.7655,-26.7832,1.8
,1352-333,208.888,-33.9013,0.7
,1352-250,208.8991,-25.3213,0.1
,1353-233,209.0367,-23.7726,1.3
,1353-273,209.0523,-27.7492,1.1
,1353-265,209.0882,-27.1675,1.3
,1354-250,209.3081,-25.247,1.3
,1354-265,209.3429,-27.1719,0.5
,1355-241,209.6524,-24.4678,3.6
,1356-261,209.7294,-26.5476,0.5
,1356-303,209.8345,-30.8107,0.3
,1356-251,209.8643,-25.569,0.7
,1356-332,209.9444,-33.6805,2.0
,1357-253,210.0695,-25.7818,0.5
,1358-221,210.3524,-22.5728,3.4
,1358-265,210.391,-27.1594,0.7
,1359-330,210.637,-33.3938,1.8
,1400-221,210.8407,-22.5533,3.0
,1400-374,210.9134,-38.0382,0.9
,1400-312,210.9691,-31.588,0.7
,1401-290,210.9742,-29.348,1.8
,1401-324,211.0618,-33.0261,0.7
,1401-222,211.0453,-22.5794,0.4
,1401-252,211.0669,-25.6411,1.4
,1401-265,211.0966,-27.1493,1.1
,1401-243,211.1563,-24.8292,1.8
,1401-243,211.1939,-24.8274,1.8
,1402-331,211.3015,-33.4605,0.4
,1402-285,211.3452,-29.1304,1.2
,1403-300,211.5703,-30.2532,0.7
,1404-214,211.82,-22.0408,0.4
,1405-265,212.174,-27.1716,0.3
,1406-265,212.2325,-27.1831,0.2
,1406-270,212.396,-27.3794,0.3
,1407-282,212.6381,-28.6138,2.9
,1408-231,212.7174,-23.4319,5.8
,1408-271,212.8016,-27.5617,0.1
,1408-292,212.8546,-29.6499,2.7
,1408-364,212.9282,-37.0147,0.6
,1410-271,213.2354,-27.4272,13.4
,1410-283,213.2441,-28.7705,7.6
,1412-241,213.739,-24.4158,17.9
,1413-243,214.041,-24.8434,1.1
,1414-235,214.4103,-24.184,4.9
,1415-280,214.7168,-28.3665,0.3
,1416-280,214.7376,-28.3415,0.3
,1416-262,214.8444,-26.6445,2.2
,1416-270,214.8469,-27.3728,0.8
,1416-270,214.872,-27.3761,0.6
,1417-291,215.0591,-29.5023,0.6
,1417-290,215.1417,-29.2404,5.4
,1419-340,215.6084,-34.3641,1.5
,1419-330,215.6373,-33.249,0.3
,1420-340,215.7669,-34.2953,0.5
,1420-292,215.8157,-29.6968,0.9
,1423-234,216.4758,-23.9816,0.7
,1426-331,217.33,-33.4509,1.3
,1428-241,217.7256,-24.4796,0.4
,1428-251,217.8875,-25.3892,0.8
,1429-225,218.1718,-23.1916,0.8
,1430-244,218.2449,-24.9498,0.6
,1430-350,218.4199,-35.2776,0.9
,1430-381,218.5062,-38.5324,1.0
,1432-223,218.9007,-22.7861,0.9
,1433-242,219.1663,-24.6853,0.4
,1435-220,219.6128,-22.3656,3.0
,1437-225,220.0286,-23.091,0.3
,1438-330,220.4037,-33.3116,1.0
,1440-231,220.8687,-23.445,0.6
,1440-241,220.8893,-24.4633,0.5
,1440-365,220.948,-37.1166,0.4
,1440-365,220.9603,-37.0665,0.3
,1443-273,221.7077,-27.7157,1.3
,1444-221,221.7626,-22.5355,0.9
,1444-302,221.8579,-30.6469,0.8
,1445-275,222.1477,-28.1093,0.5
,1445-274,222.2219,-27.8774,0.2
,1448-262,222.8095,-26.6305,0.7
,1452-234,223.7879,-23.9672,0.8
,1452-252,223.9073,-25.6318,0.5
,1453-354,224.2258,-35.9425,0.5
,1455-283,224.6759,-28.7043,0.4
,1457-222,225.022,-22.6564,0.3
,1457-261,225.117,-26.4494,0.5
,1503-312,226.7223,-31.5589,0.9
,1505-253,227.0256,-25.7744,0.9
,1508-223,227.8391,-22.8099,0.1
,1509-235,228.0071,-24.0426,0.9
,1510-232,228.4353,-23.6627,0.6
,1511-225,228.725,-23.1267,0.5
,1514-220,229.3223,-22.2995,1.6
,1515-235,229.5554,-24.0986,5.4
,1515-235,229.6513,-24.07,5.4
,1516-233,229.767,-23.8229,1.4
,1517-311,230.0742,-31.4268,7.2
,1528-864,236.827,-86.9454,0.3
,1529-272,233.0229,-27.6423,1.6
,1536-254,234.7631,-25.9755,0.8
,1543-283,236.6798,-28.7362,9.4
,1546-242,237.4181,-24.5831,1.3
,1556-235,239.9139,-23.9962,1.0
,1627-824,249.4878,-82.8554,0.6
,1639-812,252.1748,-81.4524,0.1
,1639-772,251.7255,-77.4865,0.7
,1644-814,253.6522,-81.7792,0.9
,1646-795,253.8253,-80.076,0.3
,1650-765,254.4449,-77.0106,1.3
,1654-782,255.5599,-78.4624,0.6
,1930-344,293.3185,-34.6699,0.4
,1719-814,262.3559,-81.7215,0.6
,1740-790,267.1919,-79.047,0.6
,1741-752,267.0777,-75.455,1.5
,1806-852,275.6705,-85.4074,0.7
,1812-822,275.8838,-82.4031,0.7
,1813-691,274.8004,-69.1717,3.8
,1814-774,275.5995,-77.7108,1.4
,1814-740,275.3199,-74.0298,1.0
,1815-710,275.2079,-71.1349,0.5
,1815-791,275.8907,-79.3032,1.0
,1816-620,275.3475,-62.0569,0.7
,1817-772,276.2482,-77.3893,0.3
,1817-615,275.5516,-61.8725,1.3
,1818-622,275.6946,-62.3135,0.9
,1820-765,276.9486,-76.9408,3.7
,1822-714,277.0618,-71.701,0.9
,1823-791,277.8753,-79.2553,0.5
,2029-270,308.1695,-26.9027,0.2
,1824-821,278.6566,-82.1478,0.1
,1827-625,277.9941,-62.9325,0.9
,1830-583,278.591,-58.4977,4.9
,1830-574,278.6329,-57.7925,1.3
,1831-671,279.2192,-67.2585,3.1
,1832-652,279.4355,-65.3023,7.2
,1837-631,280.4934,-63.2288,0.6
,1839-571,280.9739,-57.1679,1.3
,1839-652,281.1576,-65.3041,0.4
,1840-564,281.0878,-56.744,0.6
,1840-630,281.4177,-63.0877,1.1
,1842-625,281.7011,-62.933,0.2
,1842-814,283.2263,-81.6406,2.1
,1842-632,281.9168,-63.4387,1.3
,1843-631,281.9317,-63.1919,2.5
,1843-602,281.9292,-60.3501,0.7
,1843-651,282.227,-65.174,4.0
,1845-785,283.5199,-78.883,0.9
,1846-564,282.6352,-56.7233,0.4
,1846-553,282.7205,-55.4995,1.0
,1847-585,282.8824,-58.8138,1.1
,1847-645,283.0994,-64.8348,2.9
,1847-572,283.0109,-57.3182,7.2
,2036-513,310.0607,-51.4325,0.9
,1849-795,284.5046,-79.7953,0.6
,1850-620,283.769,-62.0465,0.1
,1850-645,283.9261,-64.8125,1.8
,1854-631,284.6832,-63.1405,1.6
,1854-640,284.7353,-63.9337,1.6
,1854-490,284.5228,-49.0091,0.3
,1856-620,285.1997,-62.068,0.4
,1856-570,285.2063,-57.0094,0.4
,1856-540,285.2573,-53.9708,0.3
,1857-573,285.3893,-57.5303,11.6
,1857-535,285.4804,-53.8614,2.0
,1858-565,285.5667,-56.9244,0.7
,1858-542,285.6284,-54.339,0.3
,1900-555,286.1742,-55.8565,0.9
,1901-865,290.9908,-86.8444,11.2
,1902-561,286.5697,-56.1647,1.5
,1902-422,286.4977,-42.368,0.1
,1904-634,287.1865,-63.7271,1.6
,1904-633,287.305,-63.4649,1.3
,1904-844,289.6798,-84.701,0.1
,1905-635,287.4473,-63.8609,20.2
,1905-621,287.6137,-62.2201,0.4
,1905-845,290.0446,-84.7961,0.5
,1906-641,287.855,-64.2241,1.8
,1906-621,287.8787,-62.1755,0.4
,1907-525,287.8548,-52.8669,1.0
,1907-621,288.0209,-62.2165,1.8
,1907-504,287.8448,-50.6702,1.3
,1907-640,288.0692,-63.9797,1.1
,1908-535,288.1673,-53.8705,1.1
,1908-621,288.3299,-62.0917,1.8
,1909-615,288.4757,-61.9127,0.3
,1909-562,288.4597,-56.3142,26.9
,1911-544,288.8059,-54.6626,1.5
,1911-571,288.8874,-57.0973,0.5
,1911-622,289.0219,-62.3969,0.6
,1912-601,289.1545,-60.0862,0.7
,1912-572,289.1115,-57.3363,0.8
,1912-573,289.1303,-57.4728,0.1
,1912-614,289.2092,-61.6193,1.0
,1912-401,289.0968,-40.1259,0.2
,1913-540,289.2588,-54.0288,0.2
,1913-540,289.2884,-54.067,0.2
,1913-605,289.5679,-60.8543,0.3
,1914-603,289.6525,-60.4972,5.4
,1916-624,290.1989,-62.6531,0.3
,1916-584,290.3136,-58.6641,0.9
,1918-740,291.1771,-73.9696,1.8
,1918-565,290.6703,-56.8107,0.2
,1918-565,290.7282,-56.7905,0.5
,1918-492,290.6669,-49.3905,0.5
,1919-504,290.8092,-50.5999,
,1920-630,291.2524,-62.9633,0.5
,1921-693,291.6018,-69.5288,4.0
,1921-530,291.3907,-52.9957,0.9
,1921-654,291.6283,-65.6251,0.8
,1922-602,291.6146,-60.3349,1.8
,1922-630,291.7504,-62.9511,0.1
,1922-550,291.7322,-54.9458,6.3
,1923-592,291.8579,-59.3104,0.9
,1923-585,291.9324,-58.8134,0.4
,1924-414,291.88,-41.6482,0.4
,1924-585,292.1559,-58.7624,1.8
,1924-414,291.9876,-41.576,0.5
,1924-612,292.2397,-61.3138,0.9
,1924-364,291.9624,-36.5744,0.6
,1925-724,292.7201,-72.6524,0.4
,1925-345,292.1666,-34.7885,0.4
,1925-724,292.8193,-72.6486,0.1
,1926-393,292.5572,-39.4084,0.5
,1926-343,292.5303,-34.4118,0.9
,1929-394,293.3497,-39.6665,0.4
,1931-773,294.6164,-77.5363,4.7
,1932-655,294.4012,-65.811,0.9
,1932-532,294.1921,-53.3197,5.4
,1932-774,295.0272,-77.5562,4.7
,1933-372,294.2268,-37.2926,3.7
,1933-422,294.2688,-42.2942,2.9
,1933-525,294.423,-52.837,6.7
,1934-563,294.6665,-56.4544,3.4
,1935-703,295.1526,-70.4496,0.9
,1935-703,295.156,-70.4313,0.9
,1935-522,294.8953,-52.3699,
,1936-612,295.1746,-61.2723,0.7
,1939-515,295.8031,-51.8076,1.8
,1939-273,295.755,-27.4257,0.4
,1940-520,295.9704,-51.9085,1.1
,1940-831,297.9297,-83.0971,0.7
,1941-552,296.3292,-55.3487,2.2
,1941-564,296.3834,-56.5518,0.9
,1942-402,296.5444,-40.2258,0.3
,1943-515,296.7468,-51.8484,
,1943-345,296.7395,-34.7882,0.3
,1944-480,296.9217,-47.9259,0.2
,1946-614,297.7497,-61.5827,0.7
,1947-445,297.8498,-44.8602,2.0
,1950-620,298.744,-61.9334,0.5
,1950-380,298.4997,-37.9839,1.5
,1950-471,298.605,-47.0419,0.2
,1951-573,298.8723,-57.5044,0.8
,1951-605,298.9914,-60.7357,0.3
,1951-374,298.788,-37.5743,0.4
,1952-841,301.0868,-84.1876,0.2
,1952-570,299.0798,-56.9335,0.3
,1952-831,300.7553,-83.0932,0.6
,1952-603,299.1982,-60.4681,3.9
,1952-481,299.1593,-48.0896,0.2
,1953-260,299.1222,-25.9144,0.4
,1955-522,299.7181,-52.2773,0.9
,1955-570,299.7906,-56.9921,0.7
,1956-553,300.0301,-55.3811,1.7
,1956-405,300.0871,-40.7272,1.1
,1956-583,300.2742,-58.5268,6.5
,1957-394,300.1875,-39.6601,0.9
,1957-471,300.247,-47.0683,2.7
,1957-420,300.271,-41.9648,0.9
,1958-383,300.4117,-38.4191,0.7
,2000-602,301.1537,-60.2948,0.2
,2000-600,301.2112,-60.0146,1.3
,2000-574,301.1954,-57.6846,5.4
,2000-263,300.9771,-26.4683,0.5
,2000-601,301.2964,-60.1475,1.3
,2000-571,301.2524,-57.0343,0.3
,2001-263,301.1351,-26.4309,0.4
,2001-613,301.4641,-61.4319,2.0
,2001-602,301.5547,-60.2131,2.7
,2002-480,301.4563,-47.9799,1.2
,2002-565,301.5814,-56.8146,0.5
,2002-563,301.7125,-56.389,2.5
,2002-515,301.6685,-51.7308,0.5
,2003-344,301.7383,-34.5502,0.3
,2004-611,302.2213,-61.1021,3.8
,2004-295,301.9479,-29.8126,1.0
,2004-662,302.3548,-66.2151,1.1
,2005-543,302.2638,-54.385,2.8
,2005-282,302.1559,-28.2701,1.0
,2005-424,302.313,-42.6163,0.7
,2006-740,303.0415,-74.0162,0.4
,2006-502,302.6212,-50.2884,0.1
,2006-564,302.7126,-56.6766,4.9
,2008-562,303.0096,-56.2303,0.5
,2008-543,303.0897,-54.3599,1.3
,2008-290,302.9289,-28.8635,0.9
,2009-461,303.3016,-46.1606,1.3
,2010-371,303.3602,-37.1885,3.0
,2010-581,303.5923,-58.138,0.7
,2010-215,303.3429,-21.8101,0.8
,2010-665,303.9113,-66.822,0.2
,2011-564,303.7659,-56.6139,0.6
,2011-620,303.8688,-61.8603,3.6
,2011-580,303.8754,-57.9218,1.8
,2011-705,304.2335,-70.7643,7.1
,2012-511,303.9411,-51.0214,0.8
,2012-282,303.8038,-28.3066,0.5
,2012-475,304.076,-47.7675,0.2
,2013-470,304.1479,-46.9671,4.9
,2013-710,304.6218,-70.8627,1.6
,2013-470,304.2094,-46.8752,4.9
,2013-525,304.3212,-52.7949,2.2
,2013-370,304.2155,-36.9867,1.8
,2014-710,304.8697,-70.8601,1.1
,2015-273,304.5899,-27.4518,1.3
,2015-451,304.7345,-45.0781,0.5
,2016-660,305.2344,-65.92,1.1
,2016-392,304.9165,-39.2873,2.7
,2016-330,304.8977,-32.8473,0.4
,2016-670,305.354,-66.8945,0.9
,2017-491,305.1809,-49.1247,1.8
,2017-525,305.2168,-52.6846,0.2
,2017-482,305.2019,-48.2413,2.9
,2017-651,305.5543,-65.0737,0.2
,2018-495,305.4563,-49.7019,1.8
,2018-613,305.7231,-61.4612,1.1
,2018-463,305.6138,-46.4029,0.4
,2019-423,305.6074,-42.3879,3.4
,2019-465,305.6673,-46.8311,0.5
,2019-423,305.6742,-42.4343,3.4
,2019-442,305.7545,-44.2673,0.9
,2019-623,306.0538,-62.3382,1.3
,2020-504,305.9721,-50.6499,0.6
,2020-483,305.9589,-48.3583,1.6
,2020-254,305.8414,-25.5868,0.3
,2020-513,306.0884,-51.4795,0.5
,2020-261,305.9766,-26.0162,1.6
,2021-233,306.0352,-23.4643,1.0
,2021-724,306.6806,-72.6147,2.7
,2021-231,306.1667,-23.1121,0.5
,2021-410,306.2951,-40.9035,0.8
,2021-842,308.3261,-84.2045,4.9
,2022-255,306.3336,-25.8298,1.4
,2022-334,306.4155,-33.5462,56.0
,2022-545,306.5895,-54.7726,3.6
,2022-334,306.4571,-33.5461,56.0
,2023-490,306.7238,-48.8919,1.3
,2023-231,306.5787,-23.1172,1.1
,2023-325,306.6272,-32.7304,2.5
,2023-420,306.7051,-41.8835,0.4
,2023-363,306.7812,-36.3432,24.6
,2024-523,306.9364,-52.3861,3.1
,2024-544,306.9737,-54.6294,0.5
,2024-305,306.7957,-30.8197,1.3
,2024-620,307.0999,-61.9741,0.1
,2024-515,307.0289,-51.6941,6.7
,2024-620,307.1701,-61.9588,0.3
,2024-430,306.9744,-42.9208,0.4
,2024-444,306.987,-44.6108,0.9
,2024-525,307.0641,-52.684,1.8
,2024-612,307.1962,-61.312,0.7
,2024-355,307.0358,-35.8138,39.2
,2024-473,307.1308,-47.4836,0.6
,2025-494,307.2082,-49.6434,1.1
,2025-361,307.1369,-36.0285,28.0
,2025-483,307.3389,-48.4862,1.1
,2025-370,307.2922,-36.9679,14.0
,2025-315,307.2745,-31.6829,1.1
,2026-424,307.3869,-42.5026,0.5
,2026-515,307.4734,-51.7224,0.5
,2026-225,307.3008,-22.6694,1.8
,2027-443,307.6959,-44.4064,1.1
,2027-443,307.6999,-44.383,1.1
,2027-253,307.7128,-25.3661,0.1
,2028-830,309.4633,-82.9442,7.2
,2028-310,307.9147,-30.832,3.1
,2028-662,308.3672,-66.2193,0.7
,2029-235,308.1044,-23.6896,0.3
,2029-573,308.3577,-57.4941,0.4
,2029-291,308.1511,-29.0761,0.4
,2029-282,308.1637,-28.2827,1.8
,2029-235,308.1503,-23.7077,0.4
,2029-733,308.8115,-73.4548,0.4
,2029-662,308.605,-66.3001,0.2
,2030-272,308.2666,-27.2107,0.2
,2030-312,308.2914,-31.3006,0.4
,2030-312,308.3204,-31.2755,0.4
,2030-442,308.501,-44.2783,2.7
,2030-731,309.0101,-73.1123,0.9
,2030-442,308.5676,-44.303,2.7
,2030-303,308.4904,-30.3715,0.9
,2031-475,308.6358,-47.6645,0.7
,2031-301,308.5348,-30.1113,0.2
,2031-310,308.5428,-30.858,22.4
,2031-440,308.6597,-43.8393,1.1
,2031-322,308.596,-32.2678,0.9
,2031-500,308.8213,-49.8605,1.4
,2031-305,308.7046,-30.7673,0.7
,2031-575,308.9333,-57.7419,0.2
,2032-253,308.753,-25.3688,0.7
,2032-253,308.7695,-25.3421,1.4
,2032-494,308.9932,-49.5965,3.6
,2032-451,308.9642,-45.1049,0.5
,2033-215,308.9907,-21.8245,2.0
,2033-620,309.3184,-61.8305,0.2
,2033-512,309.2487,-51.1689,0.9
,2033-260,309.0969,-25.9525,1.0
,2033-545,309.3018,-54.6587,0.7
,2033-692,309.5755,-69.1865,0.5
,2033-620,309.4854,-61.9066,0.7
,2033-314,309.2248,-31.632,0.6
,2033-314,309.2291,-31.6504,0.3
,2033-314,309.2664,-31.6352,0.2
,2034-274,309.3875,-27.5764,1.2
,2034-483,309.5265,-48.3911,0.4
,2035-441,309.6169,-44.054,2.0
,2035-521,309.6899,-52.1406,4.9
,2035-411,309.7211,-41.1153,3.8
,2035-412,309.7631,-41.1834,3.8
,2036-510,310.052,-50.9575,2.2
,2036-734,310.5348,-73.6182,2.2
,2036-542,310.1566,-54.3005,5.8
,2037-445,310.2248,-44.8151,2.0
,2037-550,310.3675,-54.9797,0.8
,2038-382,310.3094,-38.198,1.3
,2038-323,310.3105,-32.483,2.1
,2038-502,310.5683,-50.2306,0.4
,2038-654,310.8122,-65.6467,0.8
,2039-242,310.541,-24.212,1.0
,2039-295,310.5962,-29.7752,0.2
,2039-241,310.6197,-24.1434,1.0
,2040-620,311.0648,-61.9723,0.7
,2040-245,310.8178,-24.7144,3.1
,2040-434,310.9715,-43.5173,0.1
,2040-263,310.9254,-26.419,0.2
,2040-674,311.341,-67.5482,0.9
,2040-435,311.06,-43.7053,0.2
,2040-344,311.0116,-34.5104,1.1
,2041-250,311.0014,-24.8253,0.2
,2041-530,311.199,-52.8216,0.6
,2041-505,311.3283,-50.7328,1.0
,2042-434,311.3661,-43.5242,0.6
,2042-382,311.3691,-38.1741,2.0
,2042-382,311.4027,-38.2306,0.7
,2042-651,311.7093,-65.02,0.9
,2044-691,312.2218,-69.0967,0.5
,2044-383,311.8443,-38.4174,0.3
,2044-453,312.0528,-45.445,0.2
,2045-432,312.1413,-43.2797,0.9
,2045-470,312.1837,-46.8279,1.3
,2045-442,312.3055,-44.2058,0.8
,2045-392,312.3021,-39.219,0.4
,2046-295,312.2719,-29.6874,0.4
,2046-390,312.3248,-38.8373,0.4
,2046-530,312.4526,-52.8787,0.2
,2141-340,326.2044,-33.8413,0.2
,2046-501,312.4933,-50.1352,1.8
,2046-513,312.5497,-51.32,1.0
,2046-473,312.5458,-47.4666,1.0
,2046-255,312.4448,-25.7017,1.0
,2046-680,312.8555,-67.931,0.5
,2047-330,312.5826,-32.8146,0.4
,2047-692,313.0261,-69.1988,4.9
,2047-222,312.6962,-22.2658,0.3
,2048-450,312.8669,-44.8854,0.4
,2048-362,312.8339,-36.3104,0.4
,2048-533,312.9896,-53.4768,1.0
,2048-323,312.8841,-32.4269,0.2
