Name,Arp,RA,Dec,Diam
,0453-532,73.5646,-53.3605,2.2
,0453-472,73.788,-47.3197,0.2
,0453-640,73.5638,-63.966,0.4
,0454-561,73.9274,-56.2407,1.0
,0454-460,74.1003,-46.0395,0.9
,0454-471,74.0972,-47.1895,0.3
,0455-425,74.2547,-42.8102,0.5
,0455-465,74.2555,-46.7603,0.4
,0455-510,74.214,-50.9702,0.4
,0455-471,74.2598,-47.157,0.4
,0456-250,74.6487,-25.0001,0.2
,0456-505,74.4688,-50.8864,0.5
,0456-224,74.72,-22.6737,1.1
,0456-264,74.6971,-26.702,0.5
,0457-541,74.5273,-54.1434,1.3
,0457-541,74.5479,-54.1618,1.3
,0457-382,74.7442,-38.4074,0.5
,0457-224,74.8948,-22.6979,1.3
,0457-635,74.5081,-63.9237,1.3
,0457-620,74.5927,-62.0307,0.8
,0458-325,74.9916,-32.8968,
,0458-455,74.9181,-45.81,0.1
,0459-223,75.2785,-22.5847,0.4
,0459-753,74.3712,-75.4375,2.9
,0459-231,75.3797,-23.1151,9.9
,0459-265,75.3626,-26.8301,0.6
,0459-394,75.3426,-39.6069,0.6
,0459-340,75.4211,-34.0321,1.1
,0500-620,75.1321,-62.0782,0.4
,0500-590,75.2372,-59.0386,0.7
,0500-444,75.5941,-44.7348,0.9
,0501-632,75.371,-63.2944,1.3
,0501-761,74.8369,-76.1632,1.0
,0501-252,75.833,-25.4223,1.0
,0501-395,75.7617,-39.7672,0.3
,0501-342,75.8555,-34.4225,0.4
,0503-775,75.1482,-77.7634,0.1
,0503-251,76.2879,-25.2611,0.3
,0503-471,76.3312,-47.2417,1.1
,0504-511,76.3342,-51.1051,1.1
,0505-230,76.8958,-23.0806,1.3
,0505-374,76.8434,-37.7089,0.3
,0506-594,76.7384,-59.7257,2.2
,0506-382,77.0303,-38.3098,4.0
,0506-750,76.2435,-74.958,0.4
,0506-374,77.1061,-37.6602,0.3
,0506-292,77.1758,-29.2787,1.6
,0506-291,77.2176,-29.2606,1.0
,0507-512,77.1133,-51.3655,3.1
,0507-630,76.9328,-62.9901,0.7
,0507-611,76.9842,-61.1919,0.2
,0507-222,77.4832,-22.2967,0.9
,0508-370,77.5193,-36.9638,3.1
,0508-373,77.5188,-37.5871,0.7
,0508-330,77.6138,-33.0158,0.5
,0509-290,77.8439,-28.9919,2.7
,0509-572,77.6657,-57.3533,0.5
,0510-330,77.993,-32.9776,4.0
,0510-762,77.0486,-76.3487,1.1
,0511-572,78.0684,-57.4002,10.8
,0511-303,78.3842,-30.4811,0.5
,0512-465,78.5243,-46.8571,0.2
,0512-451,78.5568,-45.2539,0.3
,0513-511,78.5557,-51.159,0.3
,0513-412,78.754,-41.3914,2.2
,0513-553,78.6054,-55.5177,0.1
,0513-224,78.976,-22.7438,3.2
,0513-620,78.61,-62.003,0.4
,0514-523,78.7835,-52.5701,0.7
,0514-370,79.1546,-37.0982,4.5
,0514-360,79.1663,-36.0716,0.5
,0515-540,79.0251,-54.108,1.8
,0515-234,79.3618,-23.7457,0.3
,0515-292,79.4155,-29.3943,0.8
,0516-433,79.4718,-43.5665,0.1
,0516-621,79.2555,-62.1561,0.3
,0516-512,79.5221,-51.4303,1.6
,0517-324,79.8899,-32.6567,0.6
,0517-621,79.5665,-62.2009,0.6
,0517-260,79.9818,-26.0053,0.2
,0517-321,79.9516,-32.1436,5.8
,0517-632,79.5841,-63.4294,1.8
,0518-242,80.0536,-24.4057,0.7
,0518-265,80.1437,-26.7845,1.2
,0519-370,80.2674,-36.9602,2.7
,0519-261,80.3761,-26.2272,1.3
,0519-620,80.0003,-61.958,0.1
,0519-611,80.0817,-61.2583,1.9
,0519-271,80.4496,-27.1659,0.8
,0519-612,80.0893,-61.295,1.9
,0520-222,80.5859,-22.3482,0.3
,0520-612,80.2285,-61.4007,0.2
,0520-363,80.6081,-36.4968,1.8
,0520-870,75.5937,-86.9848,1.1
,0520-390,80.6633,-39.0688,0.9
,0521-434,80.6358,-43.7554,0.4
,0521-505,80.5698,-50.8403,0.3
,0521-385,80.7565,-38.8726,0.8
,0521-343,80.8469,-34.5763,0.5
,0521-424,80.841,-42.7064,0.7
,0522-611,80.6511,-61.2861,2.5
,0522-774,79.8972,-77.7293,2.2
,0522-620,80.749,-61.9649,0.1
,0522-423,81.0335,-42.5957,0.7
,0522-431,81.0621,-43.1241,1.1
,0522-870,76.0353,-87.0321,1.3
,0522-612,80.8567,-61.4054,0.3
,0523-233,81.271,-23.4781,0.2
,0523-400,81.2053,-40.0248,0.5
,0523-332,81.288,-33.4384,0.1
,0523-244,81.4016,-24.6771,0.6
,0523-460,81.3262,-46.0088,6.3
,0523-251,81.4981,-25.2609,0.5
,0525-454,81.7906,-45.7827,2.2
,0525-371,81.8687,-37.2196,5.8
,0525-621,81.5898,-62.1423,0.3
,0525-371,81.9142,-37.2531,7.8
,0526-393,82.0084,-39.5769,0.4
,0526-634,81.6895,-63.7612,1.8
,0526-244,82.1431,-24.649,0.4
,0527-284,82.2397,-28.6729,0.4
,0527-622,81.9457,-62.4207,0.2
,0527-621,82.0433,-62.1478,0.3
,0528-442,82.3875,-44.3372,0.3
,0528-873,76.2032,-87.5691,0.9
,0528-245,82.6209,-24.8747,0.5
,0528-332,82.6627,-33.3867,2.0
,0529-565,82.53,-56.8599,1.1
,0529-442,82.7781,-44.4257,0.6
,0530-622,82.6124,-62.3839,2.0
,0530-421,82.9152,-42.1697,0.8
,0530-245,83.1912,-24.9257,0.2
,0531-270,83.3622,-26.9866,0.9
,0532-282,83.5281,-28.4641,1.4
,0532-341,83.6693,-34.1782,0.9
,0532-734,82.9368,-73.7515,2.0
,0533-242,83.8444,-24.3539,0.7
,0533-235,83.864,-23.8406,0.8
,0533-474,83.6989,-47.6936,0.4
,0535-804,82.7371,-80.7173,0.6
,0535-521,84.1088,-52.169,0.6
,0535-385,84.2667,-38.9362,0.2
,0535-422,84.3291,-42.4099,0.6
,0536-502,84.3596,-50.4052,0.3
,0536-641,84.3002,-64.2088,0.7
,0536-433,84.6193,-43.4796,1.3
,0537-292,84.8386,-29.3738,0.7
,0537-262,84.9942,-26.4628,0.3
,0538-220,85.0493,-21.9997,0.4
,0538-295,85.0604,-29.8732,4.0
,0538-425,84.9826,-42.918,0.4
,0538-272,85.1672,-27.4537,0.5
,0539-271,85.3604,-27.2096,1.4
,0539-271,85.3686,-27.228,1.4
,0539-235,85.4089,-23.9581,0.6
,0539-270,85.39,-27.1281,0.2
,0539-483,85.2465,-48.6094,0.2
,0540-382,85.4868,-38.4587,1.1
,0540-485,85.4802,-48.9423,0.5
,0540-514,85.4468,-51.7422,0.2
,0540-240,85.7499,-24.0631,0.4
,0541-294,85.732,-29.7314,0.8
,0541-255,85.7847,-25.9383,3.6
,0541-861,81.7866,-86.1837,0.5
,0541-274,85.8867,-27.6505,5.4
,0541-524,85.7717,-52.7088,0.9
,0542-331,85.9791,-33.2777,0.6
,0542-481,85.8499,-48.274,0.1
,0542-532,85.8509,-53.3242,0.9
,0542-453,85.9995,-45.5047,0.6
,0542-292,86.1345,-29.33,0.9
,0542-875,79.0231,-87.8112,0.8
,0543-234,86.3728,-23.6911,0.4
,0543-515,86.1603,-51.9723,0.7
,0543-281,86.3704,-28.2578,0.8
,0544-393,86.4615,-39.4985,1.2
,0544-484,86.5491,-48.7058,0.7
,0545-341,86.7555,-34.2498,5.4
,0545-520,86.6003,-52.0894,1.3
,0545-820,85.0238,-81.9857,8.5
,0545-434,86.7452,-43.7533,0.4
,0545-820,85.0596,-81.9926,9.0
,0545-355,86.8441,-35.8219,0.6
,0545-453,86.7994,-45.4886,0.9
,0546-820,85.237,-82.1285,8.5
,0546-325,87.1185,-32.9749,1.8
,0546-324,87.1456,-32.6633,0.6
,0547-474,87.1012,-47.7368,1.1
,0547-244,87.3622,-24.7709,0.8
,0547-330,87.3762,-33.0628,5.4
,0547-471,87.2655,-47.1675,0.9
,0547-324,87.4077,-32.7146,1.3
,0548-330,87.4722,-33.0299,5.4
,0549-451,87.6183,-45.2442,0.5
,0549-385,87.7368,-38.918,0.6
,0549-345,87.8133,-34.8783,0.7
,0549-463,87.8215,-46.5836,0.5
,0550-820,86.1742,-82.043,7.6
,0550-503,87.8394,-50.5887,0.5
,0550-302,88.0353,-30.4526,1.3
,0550-342,88.0796,-34.3462,0.7
,0551-801,86.7773,-80.3084,0.5
,0551-395,88.1827,-39.9218,0.4
,0552-324,88.4616,-32.7414,1.6
,0552-462,88.485,-46.4751,1.2
,0552-410,88.5731,-41.0571,1.8
,0552-263,88.7014,-26.5608,0.8
,0552-410,88.6104,-41.0789,1.8
,0553-394,88.7047,-39.7677,2.7
,0553-295,88.7928,-29.9363,5.4
,0553-421,88.7047,-42.2161,0.1
,0554-234,89.1176,-23.8228,4.3
,0554-235,89.1342,-23.8445,4.3
,0554-332,89.1193,-33.4329,0.7
,0555-590,89.0044,-59.108,0.5
,0555-643,88.9199,-64.6346,0.1
,0555-590,89.0759,-59.0701,0.6
,0556-345,89.5756,-34.8902,0.5
,0556-330,89.5922,-33.1286,0.6
,0556-425,89.5239,-42.8534,3.4
,0556-361,89.611,-36.312,0.4
,0556-471,89.5596,-47.302,0.4
,0557-423,89.734,-42.6561,0.2
,0557-481,89.7403,-48.3263,0.3
,0557-765,88.8792,-76.9226,2.0
,0557-522,89.753,-52.4781,2.6
,0558-335,90.0158,-33.9206,1.6
,0558-473,89.9698,-47.519,0.6
,0558-285,90.1446,-28.9928,1.8
,0559-234,90.281,-23.6751,1.8
,0559-323,90.354,-32.6206,0.7
,0559-284,90.3882,-28.6974,0.1
,0559-385,90.3526,-38.999,4.5
,0601-603,90.502,-60.5287,1.6
,0601-320,90.9156,-32.1466,0.9
,0602-600,90.6977,-60.1197,1.1
,0602-303,91.0301,-30.5988,0.7
,0602-575,90.8286,-57.9852,0.8
,0602-353,91.0914,-35.5859,0.8
,0603-332,91.2486,-33.4083,3.4
,0603-330,91.4342,-33.0825,2.0
,0604-275,91.6517,-27.8785,0.9
,0604-751,90.7953,-75.3099,1.6
,0604-421,91.6121,-42.3235,0.2
,0605-450,91.7035,-45.0457,0.1
,0605-385,91.7947,-38.9594,0.8
,0605-341,91.8348,-34.2011,0.8
,0605-492,91.7398,-49.4943,4.3
,0605-332,91.9481,-33.4883,0.9
,0606-770,90.9241,-77.1542,0.8
,0607-444,92.3234,-44.7221,0.3
,0608-364,92.4584,-36.6775,0.2
,0608-333,92.4888,-33.6443,1.1
,0608-473,92.4065,-47.6225,0.4
,0608-473,92.4323,-47.5493,0.1
,0609-323,92.7504,-32.5706,0.4
,0609-473,92.631,-47.6736,0.9
,0609-331,92.7745,-33.304,0.4
,0609-330,92.9133,-33.1247,0.4
,0610-623,92.6305,-62.5375,0.7
,0610-443,92.9159,-44.6499,3.6
,0611-450,93.1327,-45.0743,0.5
,0611-345,93.2251,-34.9962,0.9
,0611-430,93.2631,-43.1782,0.6
,0611-433,93.3211,-43.6619,6.5
,0611-492,93.2825,-49.4368,0.5
,0612-362,93.4564,-36.409,0.3
,0612-373,93.4468,-37.6757,1.3
,0612-411,93.5016,-41.1844,0.7
,0612-425,93.5161,-42.8561,4.5
,0612-513,93.5115,-51.5463,0.9
,0613-621,93.4322,-62.298,0.4
,0613-641,93.396,-64.3197,0.2
,0614-573,93.7027,-57.6041,1.3
,0615-574,93.9716,-57.7304,0.7
,0616-351,94.6899,-35.3067,0.5
,0617-624,94.4639,-62.7664,0.6
,0618-371,94.9926,-37.1982,0.2
,0618-431,94.9582,-43.3165,0.3
,0618-363,95.0306,-36.575,0.4
,0619-573,95.0666,-57.5724,5.4
,0619-573,95.0797,-57.5391,5.4
,0619-652,94.9377,-65.4505,0.2
,0619-572,95.1388,-57.4961,5.4
,0620-645,95.0454,-65.0227,0.7
,0620-531,95.3449,-53.2086,0.4
,0621-353,95.9087,-35.6392,1.6
,0621-700,95.3418,-70.1029,1.5
,0622-350,95.9756,-35.0296,1.8
,0622-350,95.9834,-35.1113,1.8
,0623-371,96.2084,-37.3591,20.2
,0623-584,96.0561,-58.7022,0.3
,0624-631,96.2565,-63.3284,4.5
,0625-621,96.3648,-62.2506,0.5
,0625-533,96.5725,-53.6929,0.4
,0625-490,96.6377,-49.1247,0.4
,0625-615,96.4457,-61.9876,0.6
,0625-355,96.8563,-36.0172,2.8
,0625-652,96.48,-65.4897,0.9
,0625-630,96.5822,-63.1383,0.5
,0626-470,96.8423,-47.179,0.7
,0627-674,96.778,-67.8646,0.5
,0627-535,97.0952,-53.8904,0.8
,0628-632,97.2453,-63.4982,0.6
,0629-660,97.2734,-66.1919,0.2
,0630-522,97.7863,-52.4237,0.9
,0630-672,97.5183,-67.4415,0.5
,0632-673,98.0874,-67.6492,0.7
,0632-625,98.3254,-62.9917,0.1
,0636-580,99.2202,-58.0941,0.4
,0636-662,99.1663,-66.5343,1.6
,0636-593,99.3758,-59.6499,0.7
,0639-630,100.063,-63.1051,0.4
,0639-582,100.1766,-58.5187,2.8
,0640-630,100.1719,-63.0906,0.6
,0640-505,100.4567,-51.0015,30.0
,0640-750,99.8443,-75.1102,1.1
,0640-601,100.3991,-60.2582,0.3
,0640-812,99.054,-81.5017,0.4
,0641-522,100.5542,-52.5453,0.2
,0642-645,100.6379,-64.9879,0.4
,0642-801,99.6873,-80.2475,1.1
,0643-563,101.0375,-56.6878,0.5
,0643-462,101.2617,-46.4485,1.0
,0644-624,101.113,-62.8251,0.2
,0644-665,101.0639,-67.0101,2.7
,0644-741,100.7779,-74.2362,2.0
,0644-723,100.9203,-72.59,2.0
,0646-645,101.6991,-64.963,0.4
,0647-691,101.8713,-69.2808,0.4
,0648-674,102.103,-67.8168,0.1
,0648-674,102.1822,-67.8205,0.2
,0649-674,102.2539,-67.8008,0.1
,0649-674,102.3122,-67.8078,0.1
,0649-674,102.3222,-67.7578,0.2
,0649-554,102.5905,-55.8268,1.1
,0649-640,102.4347,-64.1264,1.1
,0649-520,102.6703,-52.1487,1.6
,0649-624,102.4992,-62.8183,0.8
,0649-570,102.6164,-57.1186,0.4
,0651-674,102.7602,-67.7765,0.2
,0652-622,103.1618,-62.5064,0.6
,0654-634,103.7594,-63.751,1.6
,0655-671,103.8773,-67.3435,0.5
,0655-652,104.0287,-65.4657,0.4
,0656-704,103.9601,-70.7475,2.2
,0656-745,103.8659,-75.0309,0.7
,0657-703,104.2453,-70.6321,0.4
,0658-590,104.7698,-59.1289,3.1
,0659-680,104.9077,-68.1667,0.8
,0700-673,104.9972,-67.6071,0.1
,0701-674,105.2664,-67.8134,0.4
,0701-695,105.3833,-70.0108,0.2
,0704-582,106.3337,-58.5245,1.6
,0705-695,106.2089,-70.0713,0.6
,0707-663,106.7951,-66.6471,0.3
,0712-643,108.2783,-64.6871,0.6
,0712-694,108.1491,-69.7769,0.7
,0713-715,108.1229,-71.9437,0.6
,0713-691,108.2816,-69.2575,0.2
,0715-715,108.6836,-71.9512,0.1
,0718-711,109.3993,-71.4145,0.4
,0719-625,109.9847,-63.0632,9.5
,0719-685,109.9133,-69.0333,0.4
,0719-685,109.9418,-68.9367,0.5
,0720-723,109.9523,-72.7155,0.7
,0722-684,110.481,-68.8358,0.6
,0728-664,112.2461,-66.8987,1.3
,0729-660,112.4996,-66.2231,1.4
,0731-680,112.8301,-68.1914,1.1
,0734-720,113.5056,-72.2214,0.4
,0735-694,113.7213,-69.7838,0.9
,0736-692,114.091,-69.5254,4.5
,0736-703,114.0585,-70.7037,1.2
,0737-764,113.8259,-76.9202,0.7
,0737-691,114.2945,-69.3413,0.7
,0738-692,114.5577,-69.4808,0.7
,0738-683,114.637,-68.7644,1.8
,0739-675,114.8782,-68.0454,0.5
,0739-835,113.1173,-84.0733,4.0
,0755-785,118.3537,-79.1069,0.2
,0802-721,120.4248,-72.3979,0.1
,0802-721,120.5878,-72.4153,2.0
,0804-765,120.8316,-77.0752,0.7
,0810-742,122.4811,-74.5166,1.3
,0814-760,123.3819,-76.2922,0.3
,0820-751,124.9688,-75.4301,0.1
,0824-802,125.353,-80.5725,1.3
,0827-845,124.8481,-85.1431,0.7
,0828-844,125.1544,-84.9774,1.1
,0911-790,137.5604,-79.2377,1.0
,0937-240,144.9893,-24.2539,0.6
,0949-264,147.8524,-27.0167,0.8
,0950-264,148.0906,-26.9423,0.6
,0952-280,148.6373,-28.3037,12.1
,0952-273,148.739,-27.8506,0.7
,0954-280,149.0634,-28.2581,1.7
,0956-263,149.5902,-26.7544,0.2
,0956-264,149.6022,-26.9245,13.4
,0956-282,149.6845,-28.623,1.8
,0956-265,149.7769,-27.1366,2.0
,0957-275,149.8405,-28.1351,0.2
,0957-223,149.8733,-22.8268,2.2
,1000-255,150.5771,-26.2335,0.4
,1000-254,150.6486,-26.0653,0.4
,1000-255,150.7819,-26.159,17.9
,1001-270,150.9413,-27.3394,1.1
,1001-272,150.9656,-27.5828,3.6
,1001-270,151.0206,-27.3412,1.8
,1002-292,151.2391,-29.6284,0.1
,1003-215,151.4239,-22.0988,0.4
,1004-294,151.635,-29.9344,0.9
,1005-260,151.8334,-26.4015,4.7
,1005-280,151.9324,-28.245,0.4
,1006-284,152.2808,-29.0675,5.4
,1010-262,153.1937,-26.7429,0.5
,1010-263,153.2352,-26.8263,0.6
,1011-284,153.5383,-28.942,0.5
,1013-271,153.8475,-27.421,11.2
,1014-312,154.2866,-31.6553,0.3
,1017-262,154.8892,-26.6982,2.9
,1017-271,154.9373,-27.46,0.4
,1018-283,155.0881,-28.8736,0.9
,1021-222,155.9137,-22.6836,0.2
,1021-291,155.9051,-29.4753,0.8
,1021-285,155.9142,-29.2236,0.4
,1021-282,156.0658,-28.7306,0.9
,1022-330,156.0951,-33.3423,0.7
,1023-291,156.423,-29.533,0.6
,1023-292,156.4478,-29.6013,1.6
,1023-323,156.4933,-32.9081,0.9
,1024-234,156.7286,-24.0869,1.3
,1024-283,156.7714,-28.8486,0.4
,1024-330,156.7805,-33.3037,0.6
,1024-323,156.7942,-32.8954,0.6
,1025-333,156.8751,-33.8405,0.5
,1026-304,157.1794,-31.0378,0.5
,1026-312,157.2238,-31.6112,3.1
,1030-271,158.1153,-27.5312,0.3
,1030-271,158.1738,-27.5246,0.8
,1030-271,158.203,-27.5197,0.8
,1031-265,158.3458,-27.1983,1.2
,1032-315,158.5845,-32.187,1.2
,1032-272,158.6538,-27.6521,30.2
,1032-281,158.7059,-28.5839,145.6
,1032-291,158.7581,-29.5073,0.4
,1034-271,159.1761,-27.5297,17.9
,1034-271,159.2596,-27.5682,89.6
,1034-272,159.3053,-27.68,1.8
,1035-271,159.3389,-27.5534,28.0
,1035-271,159.4057,-27.5918,10.1
,1035-270,159.4103,-27.3901,22.4
,1035-243,159.5617,-24.9221,0.4
,2215-431,334.6208,-43.0159,0.5
,1036-272,159.6393,-27.7372,33.6
,1036-300,159.809,-30.2958,302.4
,1039-313,160.3529,-31.8034,75.0
,1039-283,160.4765,-28.7786,201.6
,1040-281,160.6819,-28.4773,4.5
,1041-250,160.9305,-25.3327,0.7
,1041-240,160.9449,-24.366,1.6
,1041-222,160.9522,-22.726,0.4
,1041-223,160.9521,-22.8177,0.4
,1041-223,161.0689,-22.8246,0.4
,1041-342,161.0607,-34.7179,1.8
,1043-224,161.4026,-23.0101,0.4
,1043-233,161.4554,-23.7785,0.7
,1043-285,161.5157,-29.2619,7.8
,1045-245,162.0958,-25.1628,3.8
,1046-310,162.3052,-31.3115,33.6
,1049-362,162.8831,-36.659,0.5
,1049-322,163.0672,-32.671,89.6
,1053-280,164.007,-28.3556,58.2
,1054-273,164.154,-27.8991,0.6
,1054-325,164.2698,-33.1576,38.1
,1055-350,164.3991,-35.4328,0.5
,1055-260,164.5535,-26.3097,0.3
,1055-260,164.5702,-26.2897,0.4
,1055-362,164.5722,-36.668,0.3
,1056-281,164.7504,-28.4766,56.0
,1057-282,165.0924,-28.762,0.4
,1058-243,165.203,-24.9172,0.3
,1100-255,165.627,-26.1677,0.7
,1100-244,165.7206,-25.0011,8.1
,1100-254,165.7567,-26.0195,0.1
,1101-354,165.8695,-36.0747,0.9
,1101-322,165.9968,-32.6131,0.2
,1102-313,166.1152,-31.7866,0.6
,1102-225,166.2202,-23.1351,0.5
,1104-362,166.6126,-36.6772,1.1
,1104-252,166.8388,-25.6491,0.7
,1105-365,166.9087,-37.1309,0.6
,1105-215,167.0565,-22.136,0.3
,1107-280,167.4991,-28.3798,0.3
,1107-363,167.5782,-36.8783,0.9
,1108-371,167.6523,-37.5434,1.6
,1108-300,167.6677,-30.3467,1.0
,1108-362,167.7124,-36.6201,0.2
,1108-270,167.7971,-27.3852,0.4
,1108-271,167.8471,-27.4385,0.4
,1109-232,167.9187,-23.7153,0.4
,1109-375,168.0654,-38.1271,0.7
,1110-251,168.2421,-25.5873,7.2
,1111-272,168.3648,-27.6541,0.2
,1111-320,168.4087,-32.3358,0.4
,1111-364,168.5314,-36.9743,0.4
,1112-250,168.6475,-25.3327,0.3
,1112-232,168.6744,-23.726,1.3
,1112-272,168.8117,-27.6579,2.2
,1113-270,168.879,-27.2729,0.3
,1114-283,169.111,-28.8598,0.2
,1114-232,169.1422,-23.6648,0.1
,1114-322,169.1898,-32.6482,0.4
,1114-222,169.3478,-22.72,1.8
,1115-282,169.508,-28.7202,0.7
,1115-323,169.5699,-32.8086,9.9
,1116-274,169.6467,-27.9953,0.8
,1116-290,169.7245,-29.4204,0.8
,1116-324,169.8161,-33.0788,0.6
,1117-230,169.94,-23.3589,0.5
,1118-272,170.1401,-27.6224,1.0
,1118-290,170.2216,-29.4041,0.8
,1118-350,170.3399,-35.3926,0.5
,1119-335,170.4836,-34.1344,0.2
,1119-233,170.5908,-23.8344,0.4
,1121-344,171.0845,-35.0149,2.4
,1123-283,171.4546,-28.8935,0.3
,1123-363,171.4462,-36.8118,0.5
,1124-272,171.7189,-27.7053,0.8
,1124-273,171.8232,-27.8237,0.2
,1125-285,171.8805,-29.1771,5.2
,1125-374,171.9007,-37.9571,0.2
,1126-290,172.1937,-29.294,0.3
,1126-291,172.1977,-29.549,0.5
,1126-341,172.3226,-34.4424,0.4
,1127-365,172.4494,-37.2142,1.3
,1128-340,172.6403,-34.416,0.2
,1128-393,172.6975,-39.846,0.1
,1129-350,172.9111,-35.3795,0.3
,1130-332,173.197,-33.648,3.6
,1130-272,173.2269,-27.6396,0.5
,1131-263,173.6201,-26.8749,0.6
,1132-270,173.72,-27.4049,0.6
,1132-324,173.8328,-33.0333,0.7
,1133-245,173.8802,-25.1483,1.3
,1133-374,173.8831,-37.9567,1.6
,1133-281,173.9699,-28.4951,0.6
,1133-374,173.9709,-38.0001,1.6
,1133-274,174.0329,-27.9734,0.7
,1134-322,174.251,-32.7169,0.2
,1134-323,174.2844,-32.8286,3.1
,1135-284,174.4248,-29.077,0.4
,1136-392,174.7769,-39.6105,0.2
,1140-310,175.7104,-31.4375,0.9
,1142-294,176.1456,-30.0794,0.3
,1142-272,176.247,-27.6911,0.4
,1143-280,176.4263,-28.3661,2.2
,1144-273,176.698,-27.9229,2.2
,1145-340,177.1009,-34.3647,0.1
,1146-270,177.1912,-27.378,1.0
,1146-371,177.2125,-37.5097,1.9
,1146-371,177.2626,-37.5164,1.9
,1147-371,177.4174,-37.5431,0.5
,1149-364,177.9194,-36.9549,0.3
,1151-225,178.4952,-23.1683,2.2
,1152-331,178.6729,-33.56,0.4
,1152-311,178.7192,-31.5683,0.2
,1152-372,178.81,-37.6984,1.8
,1154-320,179.1621,-32.3884,3.1
,1154-340,179.1785,-34.4251,1.1
,1154-321,179.1913,-32.4501,3.1
,1154-375,179.1905,-38.1967,2.7
,1154-330,179.3751,-33.2867,0.7
,1155-364,179.5378,-37.0218,0.2
,1157-242,180.1319,-24.7218,10.5
,1158-345,180.2487,-35.1951,1.1
,1158-333,180.3282,-33.8818,0.7
,1159-235,180.4534,-24.1218,0.5
,1159-295,180.4911,-30.2368,1.1
,1159-291,180.5538,-29.4851,1.8
,1200-251,180.8711,-25.4684,1.1
,1201-224,181.0212,-22.9567,0.3
,1201-291,181.051,-29.5668,2.2
,1202-275,181.172,-28.1167,2.0
,1202-352,181.294,-35.7701,5.8
,1203-220,181.4512,-22.3267,0.4
,1203-275,181.6065,-28.1734,4.0
,1204-280,181.6775,-28.3317,4.0
,1204-292,181.6777,-29.765,1.2
,1204-314,181.7115,-31.9484,0.2
,1204-294,181.8031,-30.025,2.1
,1205-341,181.9293,-34.485,1.6
,1205-300,181.9912,-30.3383,1.6
,1207-294,182.5552,-30.0816,1.0
,1207-292,182.5593,-29.7399,5.6
,1207-321,182.5726,-32.5599,0.5
,1207-321,182.5893,-32.5132,0.3
,1207-294,182.6095,-30.0916,0.3
,1208-273,182.68,-27.8149,1.1
,1208-361,182.7159,-36.5849,0.4
,1209-414,183.1195,-42.0398,0.4
,1210-283,183.1732,-28.8331,0.9
,1210-251,183.2182,-25.5164,0.2
,1210-341,183.2754,-34.4781,1.3
,1210-341,183.2838,-34.4914,10.8
,1211-341,183.4092,-34.4914,0.4
,1211-375,183.4484,-38.2314,1.3
,1211-253,183.4855,-25.8147,0.1
,1212-363,183.8074,-36.8246,0.3
,1212-405,183.8221,-41.1179,0.8
,1212-344,183.8484,-35.0546,0.7
,1212-375,183.854,-38.1413,4.9
,1213-311,183.9013,-31.5629,0.9
,1213-343,183.932,-34.8979,0.9
,1213-220,183.9896,-22.4245,0.5
,1214-255,184.2416,-26.2111,0.5
,1214-324,184.3031,-33.0078,0.4
,1216-350,184.8603,-35.3142,0.7
,1217-354,184.9903,-35.9592,0.5
,1218-343,185.2154,-34.7858,0.8
,1221-351,186.0479,-35.5454,0.1
,1221-403,186.0521,-40.9371,0.3
,1221-350,186.1523,-35.4053,1.6
,1222-254,186.2379,-26.032,0.9
,1224-360,186.7217,-36.4234,1.8
,1224-331,186.849,-33.5233,0.7
,1224-390,186.8958,-39.335,1.8
,1224-405,186.9017,-41.1533,0.6
,1224-374,186.9072,-38.105,0.7
,1225-370,186.9943,-37.3299,2.0
,1226-402,187.2861,-40.6831,1.8
,1226-225,187.3384,-23.1697,14.6
,1228-344,187.7908,-34.9694,0.7
,1228-260,187.821,-26.2861,0.4
,1230-323,188.2779,-32.8808,0.4
,1230-323,188.2988,-32.8591,0.5
,1230-272,188.3526,-27.6541,1.0
,1231-345,188.4473,-35.109,0.8
,1231-345,188.5268,-35.1339,0.7
,1232-321,188.8585,-32.5254,0.1
,1234-415,189.1959,-42.1401,1.3
,1236-343,189.7931,-34.7797,0.5
,1237-231,190.1237,-23.5694,0.5
,1237-225,190.1443,-23.266,0.3
,1238-340,190.173,-34.3594,0.2
,1238-362,190.2178,-36.7543,1.6
,1238-405,190.3034,-41.1609,0.8
,1239-393,190.4897,-39.8191,0.3
,1239-421,190.5272,-42.4641,0.4
,1239-250,190.539,-25.4307,0.8
,1239-402,190.6459,-40.7423,1.3
,1240-233,190.6667,-23.7756,0.4
,1240-404,190.9223,-40.9687,0.5
,1241-402,190.947,-40.717,0.4
,1241-290,190.936,-29.3804,0.1
,1241-335,191.0172,-34.2036,1.6
,1242-402,191.1855,-40.7135,1.8
,1242-301,191.3719,-30.5016,0.4
,1243-333,191.5016,-33.8382,1.8
,1243-422,191.5863,-42.6898,0.3
,1243-412,191.5973,-41.7614,1.1
,1244-405,191.7385,-41.1713,1.0
,1245-255,191.918,-26.1994,2.7
,1246-251,192.3683,-25.5907,0.4
,1247-233,192.4372,-23.8639,0.5
,1247-253,192.5065,-25.9188,2.0
,1247-410,192.5381,-41.4272,1.2
,1247-403,192.5915,-40.8455,0.9
,1247-421,192.6741,-42.5487,1.6
,1248-223,192.674,-22.8903,0.8
,1248-273,192.8849,-27.7868,2.0
,1248-254,192.8951,-26.0951,2.2
