ID,Score,RA,Dec,Notes
Arp-Madore1307-461,3,197.5183,-46.4361,low latitude so image may be confusing. Cut if needed.
Arp-Madore1324-294,3,201.7534,-30.0742,
Arp-Madore1324-375,3,201.8664,-38.1874,Cut if needed.
Arp-Madore1324-411,2,201.9057,-41.484,Existing WFPC2 probably enough. Check.
Arp-Madore1338-293,1,205.3998,-29.9106,NGC5264; has ACS; https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjY4djd5dHYAhVSzGMKHXYHD2IQjBwIBA&url=http%3A%2F%2Fcdn.sci-news.com%2Fimages%2Fenlarge3%2Fimage_4120e-NGC-5264.jpg&psig=AOvVaw3wty1EIapvImwnR2d5toIN&ust=1515824839352849
Arp-Madore1342-413,4,206.2491,-41.8572,ESO 325- G?011  Vr=545
Arp-Madore1346-354,1,207.328,-36.0649,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjLzMuh5tHYAhWELmMKHen_BAYQjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2F6%2F61%2FColor_cutout_hst_11986_04_wfpc2_f814w_f606w_wf_sci_ESO_383-87.jpg&psig=AOvVaw2qWTQ1Hi2zOfY8ZnzFrpcG&ust=1515824981842260
Arp-Madore1349-273,4,208.0881,-27.8915,ESO 445- G 064 \, Vr=4907. 
Arp-Madore1358-324,2,210.3433,-33.0629,NGC5398; lots of WFPC2
Arp-Madore1419-263,3,215.5257,-26.8593,Kinda far looking. Check redshift and cut if needed.
Arp-Madore1546-284,3,237.3317,-28.9069,Low latitude so a bit hard to interpret\, but nifty
Arp-Madore1705-773,2,258.2828,-77.5694,sad to pass this up.
Arp-Madore1823-670,1,277.1686,-67.0184,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwil9sbA59HYAhVF4WMKHd7xB68QjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2F6%2F61%2FIC_4710_-_HST.png%2F1061px-IC_4710_-_HST.png&psig=AOvVaw2in-XWVk0-NVlMtRB4zxJL&ust=1515825313819602
Arp-Madore1847-645,3,283.0994,-64.8348,Vr=1006 km/s.  Irregular but not disturbed\, so cut if needed.
Arp-Madore1912-860,4,292.6274,-86.0162,
Arp-Madore1931-610,3,294.0032,-61.0292,Vr=1792 km/s
Arp-Madore1942-502,1,296.4679,-50.3029,
Arp-Madore1957-471,4,300.247,-47.0683,1 FOC observation
Arp-Madore2001-602,3,301.5547,-60.2131,
Arp-Madore2034-521,3,309.5859,-52.1093,can we target companion as well?
Arp-Madore2035-521,3,309.6899,-52.1406,
Arp-Madore2038-323,3,310.3105,-32.483,Disturbed but not crazy. Could cut.
Arp-Madore2050-441,2,313.5838,-44.0628,
Arp-Madore2055-541,4,314.7093,-54.1357,AM 2055-541; line is real.
Arp-Madore2056-392,3,315.0327,-39.2994,
Arp-Madore2105-332,3,317.029,-33.2409,
Arp-Madore2128-430,4,322.9443,-42.8489,Nicmos only
Arp-Madore2146-350,4,327.4425,-34.8746,
Arp-Madore2159-541,3,330.6574,-54.0766,Vr=1708 km/s\, so not that nearby...
Arp-Madore2206-280,4,332.2727,-27.8077,
Arp-Madore2213-370,4,334.042,-36.8437,only nicmos
Arp-Madore2217-245,1,335.1871,-24.6796,
Arp-Madore2220-423,3,335.8919,-42.2782,vr=2421 km/s so not that close...
Arp-Madore2246-490,1,342.4186,-48.8517,ESO-239-IG-002
Arp-Madore2246-490,1,342.4186,-48.8517,ESO-239-IG-002
Arp-Madore2254-373,3,344.2292,-37.3492,WFPC2 but only in 606. Could get other one. https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwi08uiN4tLYAhVC02MKHXLOBZsQjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fb%2Fb5%2FNGC_7421_hst_06359_606.png&psig=AOvVaw16FLNBtMCoSZHkcWIIalyA&ust=1515858228188649
Arp-Madore2258-353,3,345.2009,-35.3729,Not the most exciting. Could cut.
Arp-Madore2318-420,2,350.2013,-41.7342,Vr=1623 km/s
Arp-Madore2333-381,1,354.0645,-37.9382,NGC7713; https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjin8yJ49LYAhUI02MKHUjACiIQjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2Ff%2Ff1%2FNGC_7713.jpg%2F300px-NGC_7713.jpg&psig=AOvVaw1f4Dv2jjRnOKysMQ2jaUjI&ust=1515858477615210
Arp-Madore2346-380,3,357.3478,-37.7736,Vr=648 km/s so pretty close
Arp-Madore2353-815,3,359.0747,-81.5716,Vr=1940 km/s; could cut -- basically just a loose Scd...
Arp4,3,27.1075,-12.3817,Could cut -- not that disturbed...
Arp5,1,171.1025,3.3267,NGC3664; https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjIitmd5NLYAhVHy2MKHedwBmIQjBwIBA&url=https%3A%2F%2Fs-media-cache-ak0.pinimg.com%2Foriginals%2Fee%2F09%2F8b%2Fee098bd35fe9b772a890790eb10fc64f.jpg&psig=AOvVaw1a9RTDFYZxYXAxv5kgotI_&ust=1515858783665611
Arp6,4,123.31,45.9917,NICMOS only.
Arp7,3,132.5725,-16.5767,Not all that disturbed. Could cut.
Arp10,4,34.61,5.6533,
Arp12,3,128.8225,28.4733,Not that disturbed. Could cut.
Arp15,4,342.915,-5.5583,
Arp19,3,7.9375,-5.1533,HST obs are mostly parallels -- may not have hit target. SDSS image: https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwifuryK5dLYAhUQ9GMKHZwNCxEQjBwIBA&url=http%3A%2F%2Fwww.galaxyzoo.org.s3.amazonaws.com%2Fsubjects%2Fstandard%2F1237679078055673871.jpg&psig=AOvVaw2_vsZaxhrWCJqKhuO7lyFD&ust=1515859012882249
Arp20,3,64.975,2.095,A bit small...
Arp21,3,166.245,30.0267,a bit small
Arp24,3,163.6525,56.99,Mostly STIS\, some WFPC2 web images are fairly weak looking: https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwinnKXP5dLYAhVS_WMKHaxcAS0QjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2F2%2F21%2FNGC3445-HST-R814GB300-lin.jpg%2F250px-NGC3445-HST-R814GB300-lin.jpg&psig=AOvVaw0r7vMYbyvsvJLMobZevSr3&ust=1515859148075440
Arp28,3,352.115,22.4217,Not that extreme.  Could cut.
Arp-Madore0000-803,2,0.6883,-80.3465,
Arp-Madore0004-413,3,1.7761,-41.3566,
Arp-Madore0004-413,3,1.7844,-41.3583,
Arp-Madore0010-242,2,3.2634,-24.2136,Pretty byt not that extreme.
Arp-Madore0012-573,3,3.8141,-57.247,
Arp-Madore0028-230,4,7.8461,-22.764,ESO 473- G 02\, Vr=541 so close
Arp-Madore0038-634,3,10.1611,-63.4406,pretty but not that disturbed. Could cut.
Arp-Madore0055-464,3,14.4147,-46.4483,weird but small. could cut.
Arp-Madore0115-444,4,19.5418,-44.4588,
Arp-Madore0116-241,4,19.691,-23.9423,
Arp-Madore0122-381,4,21.3037,-38.0684,
Arp-Madore0133-393,3,23.8737,-39.3848,Nice pair but not all that disturbed. Could cut.
Arp-Madore0133-393,2,23.9029,-39.3582,
Arp-Madore0134-373,4,24.1003,-37.3286,NGC633; NICMOS only
Arp-Madore0135-650,4,24.3502,-64.8959,
Arp-Madore0136-301,3,24.7781,-29.9149,
Arp-Madore0144-585,4,26.6196,-58.6705,ESO 114- G 007 \, Vr=2214 km/s
Arp-Madore0144-585,3,26.6196,-58.6705,ESO 114- G 007 \, Vr=2214 km/s
Arp-Madore0218-321,1,35.1075,-31.9798,
Arp-Madore0218-321,3,35.2573,-31.9435,
Arp-Madore0222-250,1,36.2647,-24.7947,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjc5fS859LYAhUG2GMKHSZ6DggQjBwIBA&url=http%3A%2F%2Fcdn.spacetelescope.org%2Farchives%2Fimages%2Fscreen%2Fheic1218a.jpg&psig=AOvVaw0b2Hc0gd_ap8nrC43a2klJ&ust=1515859669725550
Arp-Madore0227-484,3,37.321,-48.4912,Probably not a collisional ring.
Arp-Madore0230-393,2,38.1709,-39.2987,NGC 0986A\, Vr=1435 so not that close...
Arp-Madore0230-524,3,38.0918,-52.5119,A little distant\, but pretty disturbed.
Arp-Madore0230-524,3,38.1251,-52.4936,
Arp-Madore0239-242,3,40.5221,-24.1308,
Arp-Madore0300-222,3,45.78,-22.2132,
Arp-Madore0301-252,2,45.9628,-25.2738,UGCA 050\, Vr=1726 km/s
Arp-Madore0313-545,4,48.7642,-54.8125,
Arp-Madore0316-235,3,49.6845,-23.7838,Vr=1538. Pretty weird but don't know if too LSB for obs to be useful...
Arp-Madore0337-334,2,54.7982,-33.5318,ESO 358-IG 047\, Vr=16008km/s so really far.
Arp-Madore0338-224,3,55.2372,-22.5651,Could cut. Not that disturbed. But\, possible inner starburst.
Arp-Madore0338-453,2,55.1384,-45.3583,Vr=1551
Arp-Madore0349-383,1,57.9157,-38.4528,Has SN observations. 
Arp-Madore0357-460,3,59.8132,-45.8725,Horologium Dwarf Vr=898 km/s
Arp-Madore0400-420,3,60.4645,-41.9401,
Arp-Madore0403-555,3,61.0736,-55.7747,
Arp-Madore0405-552,3,61.7689,-55.3243,
Arp-Madore0409-563,3,62.7621,-56.4853,Possible starburst but could cut.
Arp-Madore0410-325,3,63.0136,-32.8676,
Arp-Madore0410-330,3,63.0218,-32.8793,
Arp-Madore0413-352,3,63.8799,-35.343,kind of small. Could cut.
Arp-Madore0421-404,3,65.673,-40.6027,
Arp-Madore0427-273,4,67.403,-27.4235,NGC 1592\, Vr=944 km/s\, lots of good ancillary data. (Not stellar)
Arp-Madore0431-434,3,68.1683,-43.7255,Not that extreme.  Could cut. The trails to the lower left are cool though.
Arp-Madore0432-625,4,68.1396,-62.8643,AM 0432-625 \, no redshift. showed up in a radio catalog. Ring is real. 
Arp-Madore0435-521,2,69.2382,-52.1806,
Arp-Madore0447-595,3,72.089,-59.7956,Nicmos plus 1 filter WFPC2. Not all that disturbed. Could cut.
Arp-Madore0456-224,3,74.72,-22.6737,
Arp-Madore0459-340,4,75.4211,-34.0321,
Arp-Madore0515-540,3,79.0251,-54.108,
Arp-Madore0519-611,3,80.0817,-61.2583,Get both galaxies on...
Arp-Madore0519-612,4,80.0893,-61.295,
Arp-Madore0540-382,2,85.4868,-38.4587,Fairly small. Could include if needed.
Arp-Madore0545-520,3,86.6003,-52.0894,
Arp-Madore0547-474,3,87.1012,-47.7368,Fairly distant Antennae analog...
Arp-Madore0557-765,3,88.8792,-76.9226,Disturbed but not crazy. Could cut.
Arp-Madore0558-335,3,90.0158,-33.9206,
Arp-Madore0559-234,2,90.281,-23.6751,NGC 2139; WFPC2\, ACS wasn't targeted? Check coverage adequate. https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjs2aru7NLYAhUSS2MKHWQSCV8QjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2F8%2F8d%2FNGC_2139_hst_08599_26_08632_28_R814_G_B300.png&psig=AOvVaw3-o8H4hCbqAP5LC7sflQGu&ust=1515861109288383
Arp-Madore0603-330,1,91.4342,-33.0825,ESO 364- G?029\, Vr-787. Has ACS
Arp-Madore0608-333,4,92.4888,-33.6443,
Arp-Madore0612-373,3,93.4468,-37.6757,A bit smooth. Maybe hints of dust?
Arp-Madore0613-263,2,93.8308,-26.579,UGCA 122\, Vr=1794
Arp-Madore0642-801,3,99.6873,-80.2475,possibly a bit distant\, but nice and messy.
Arp-Madore0644-741,1,100.7779,-74.2362,Lots of good imaging.
Arp-Madore0704-582,1,106.3337,-58.5245,Good ACS
Arp-Madore0728-664,3,112.2461,-66.8987,
Arp-Madore0729-745,2,112.1582,-75.0541,
Arp-Madore0942-313,3,146.14,-31.7905,Companion is more interesting...
Arp-Madore0942-313,4,146.19,-31.8273,
Arp-Madore0956-282,4,149.6845,-28.623,
Arp-Madore1023-292,3,156.4478,-29.6013,
Arp-Madore1032-315,3,158.5845,-32.187,
Arp-Madore1034-272,1,159.3053,-27.68,
Arp-Madore1102-233,2,166.3111,-23.8435,
Arp-Madore1112-232,1,168.6744,-23.726,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwiG5_HQ7tLYAhUPw2MKHYghB7gQjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2F2%2F25%2FNGC_3597.png%2F300px-NGC_3597.png&psig=AOvVaw0nGWwG5e1MKP2T2nbOI3_U&ust=1515861584122339
Arp-Madore1133-374,2,173.8831,-37.9567,
Arp-Madore1133-374,3,173.9709,-38.0001,NGC 3749; Vr=2731 Inspect actual coverage in HLA...
Arp-Madore1158-345,4,180.2487,-35.1951,
Arp-Madore1200-251,3,180.8711,-25.4684,ESO 505- G 007\, Vr=1776; Coud be too LSB. Is that a star or a nucleus?
Arp-Madore1202-275,2,181.172,-28.1167,
Arp-Madore1242-402,1,191.1855,-40.7135,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjU3_X5v9PYAhVPwGMKHQBeDnQQjBwIBA&url=http%3A%2F%2Fcdn.spacetelescope.org%2Farchives%2Fimages%2Fscreen%2Fopo9916a.jpg&psig=AOvVaw105B2Mo7YtpxG7T5b44rgw&ust=1515883411011558
Arp-Madore1243-333,1,191.5016,-33.8382,ESO 381- G 020\, Vr=589\, Has ACS
Arp-Madore1250-401,2,193.2184,-40.4915,Doesn't look that interesting in image on NED.
Arp-Madore1254-321,4,194.2916,-32.5152,
Arp-Madore1255-430,4,194.5339,-43.325,
Arp-Madore1255-430,1,194.5925,-43.3532,(Think it was in the previous entry...)
Arp-Madore1306-282,1,197.2889,-28.6447,NGC 4980; https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwiPpqzxwNPYAhUW1mMKHRV_BmwQjxwIAw&url=https%3A%2F%2Fwww.nasa.gov%2Fmission_pages%2Fhubble%2Fscience%2Fhydra-spiral.html&psig=AOvVaw1CwNUSCziL6xfEf-7in-Tg&ust=1515883668010693
Arp-Madore1307-235,3,197.469,-24.2411,ESO 508- G 019\, Vr=2925 km/s; in S4G. Has HI.  Could cut...
Arp-Madore1316-240,3,199.7616,-24.4226,
Arp-Madore1321-242,3,201.0189,-24.6605,UGCA 352\, Vr=2042. Maybe cut -- too LSB?
Arp-Madore1352-263,1,208.7655,-26.7832,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwi93MfvwdPYAhVR82MKHaNWBAAQjBwIBA&url=https%3A%2F%2Fapod.nasa.gov%2Fapod%2Fimage%2F0108%2Feso510_hst_big.jpg&psig=AOvVaw2Q5AxzMQ5rHGxaWvxzRFj4&ust=1515883932428895
Arp-Madore1354-250,4,209.3081,-25.247,
Arp-Madore1356-332,3,209.9444,-33.6805,a bit distant but should be pretty...
Arp-Madore1401-252,3,211.0669,-25.6411,disrupting outer loop. Could be interesting\, but could cut if needed.
Arp-Madore1401-243,3,211.1563,-24.8292,Only 1 filter of WFPC2. Could cut -- lower priority.
Arp-Madore1401-243,3,211.1939,-24.8274,UGCA 383 (Vr=2337 km/s; part of previous one UGCA 382...Double nucleus or is that dust (looks more single in 2MASS...???
Arp-Madore1426-224,3,217.3445,-22.9307,unusual structure for edge on. Could cut.
Arp-Madore2029-544,3,308.3503,-54.534,ESO 186- G 060 (Vr=3625) -- source on left in IC 5021 at similar Vr. 
Arp-Madore2029-544,3,308.4,-54.5255,IC 5021 -- can get single pointing for this and previous one.
Arp-Madore2031-440,4,308.6597,-43.8393,
Arp-Madore2038-382,4,310.3094,-38.198,
Arp-Madore2040-295,4,310.8911,-29.7058,Very unusual dust lane (spiral arm dragged out vertically?)
Arp-Madore2042-382,3,311.3691,-38.1741,Fairly smooth but good straight tidal arm
Arp-Madore2042-382,1,311.4027,-38.2306," ESO 341-IG 012; Winkler et al 1993 says ""Galaxy with superposed star"""
Arp-Madore2048-571,3,313.0004,-57.0685,Almost all imaging is in weird filters. Decent F606W w/ WFPC2 but then UV and NICMOS. Check.
Arp-Madore2051-410,3,313.6249,-40.8127,
Arp-Madore2100-393,3,315.8894,-39.4464,ESO 341- G 032\, Vr=2762 km/s. In S4G
Arp-Madore2102-252,3,316.4322,-25.2411,A bit small and distant..  But pretty. Cut if needed.
Arp-Madore2103-550,3,316.8904,-54.9532,ESO 187- G 05\, Vr=1405. Has only 814W imaging.  Check if worth adding blue filter.
Arp-Madore2105-632,3,317.3004,-63.2837,1 ACS 606W filter in archive.  Check -- could add F814W or 475W
Arp-Madore2113-590,2,319.4239,-58.8683,Cute but far and stars are in the way?  Decent filler
Arp-Madore2113-341,4,319.2605,-33.9902,
Arp-Madore2126-601,4,322.6752,-60.0033,
Arp-Madore2128-302,4,322.7861,-30.271,ESO 465- G 004\, Vr=10037 km/s. in collisional ring catalog.  
Arp-Madore2133-384,4,324.0436,-38.5424,
Arp-Madore2134-471,4,324.359,-47.0349,
Arp-Madore2143-464,1,326.5632,-46.5187,NGC 7119 Vr=9666 km/s Check if foreground extinction is too high?  (Ned suggests AV=0.053 so fine)
Arp-Madore2143-464,4,326.5632,-46.5187,NGC 7119 Vr=9666 km/s Check if foreground extinction is too high?  (Ned suggests AV=0.053 so fine)
Arp-Madore2143-464,4,326.5715,-46.5187,(same as previous)
Arp-Madore2159-320,3,330.4982,-31.8652,NGC7172\, one viable WFPC2 606W observation; Check. Could add second filter.
Arp-Madore2159-321,1,330.511,-31.9702,NGC 7173; Decent ACS imaging. Ooooooo!  https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwj1vpP6x9PYAhVFxGMKHSIMA6QQjxwIAw&url=https%3A%2F%2Fde.wikipedia.org%2Fwiki%2FNGC_7173&psig=AOvVaw382r-yoJBeB3H1tAjiYuKl&ust=1515885558832797
Arp-Madore2159-321,1,330.5318,-31.9951,
Arp-Madore2159-330,4,330.68,-32.8031,
Arp-Madore2203-430,2,331.6447,-42.8608,ESO 288- G 040\, Vr=2241
Arp-Madore2204-311,4,331.7215,-31.0523,
Arp-Madore2209-472,3,333.1209,-47.2225,Disturbed but not crazy. Could cut.
Arp-Madore2210-262,4,333.2824,-26.1487,
Arp-Madore2210-274,3,333.3778,-27.5568,could cut. Not that disturbed. But\, possible inner starburst.
Arp-Madore2210-693,3,333.6806,-69.3614,IC 5173\, Vr=3107
Arp-Madore2211-274,2,333.6686,-27.4679,Good filler\, but not that dramatic
Arp-Madore2222-275,3,336.3671,-27.6939,distant but messy.
Arp-Madore2224-310,3,336.7245,-30.8866,
Arp-Madore2240-892,3,346.8969,-89.1192,NGC 2573B\, V4=2558
Arp-Madore2303-305,4,346.4513,-30.6114,
Arp-Madore2323-323,1,351.6093,-32.3881,
Arp-Madore2325-473,4,351.9559,-47.3812,
Arp-Madore2339-661,4,355.634,-65.9558,
Arp-Madore2339-661,4,355.6711,-65.9458,Duplicate of previous
Arp-Madore2346-303,2,357.3201,-30.2503,Possible weird dust late. Filler.
Arp-Madore2348-410,4,357.7225,-40.7351,
Arp-Madore2348-405,4,357.7432,-40.7201,(duplicate of previous)
Arp-Madore2350-302,3,358.3297,-30.1534,ESO 471-IG 037\, Vr=14493 so pretty distant. But\, means scale of tails is huge.
Arp-Madore2350-410,3,358.3449,-40.8084,NGC7764A -- Very little of the HST seems usable. Check! 
Arp-Madore0044-521,4,11.7692,-52.0521,
Arp-Madore0117-412,4,19.9954,-41.2362,
Arp-Madore0223-403,3,36.3046,-40.4299,
Arp-Madore0223-245,1,36.4186,-24.7684,
Arp-Madore0223-245,3,36.4895,-24.712,
Arp-Madore0227-264,3,37.3647,-26.5345,
Arp-Madore0322-374,3,50.9787,-37.5138,WFPC2 606W only. Check.
Arp-Madore0413-283,3,63.7925,-28.4859,
Arp-Madore0417-391,3,64.9142,-39.1726,possibly a bit distant.
Arp-Madore0526-393,3,82.0084,-39.5769,
Arp-Madore1214-255,3,184.2416,-26.2111,
Arp-Madore1325-292,4,201.9612,-29.6189,
Arp-Madore1440-241,4,220.8893,-24.4633,
Arp-Madore1953-260,4,299.1222,-25.9144,
Arp-Madore2026-424,4,307.3869,-42.5026,
Arp-Madore2145-351,3,327.0772,-34.9539,For that much HST obs\, it's not clear there's much useful imaging beyond 606. Check. https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwinmL-DiNTYAhVW02MKHdIwBxgQjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2F2%2F2e%2FNGC_7130_hst_05479_606.png%2F1200px-NGC_7130_hst_05479_606.png&psig=AOvVaw3nUJPCrGTjPDgBQI7WySDG&ust=1515902744435154
Arp-Madore2145-351,3,327.0814,-34.9506,see comments on previous
Arp-Madore2209-382,4,333.187,-38.174,distant\, but gotta love those giant arcs.
Arp-Madore2209-382,4,333.187,-38.174,same as previous.
Arp-Madore2225-250,4,337.1501,-24.8457,
Arp-Madore2230-481,4,338.4319,-48.0234,
Arp-Madore2244-651,4,341.8369,-65.0644,HST images is UV FOC.
Arp-Madore2258-595,3,345.377,-59.636,
Arp-Madore2353-291,3,359.0982,-29.0266,
Arp3,2,339.1425,-2.905,Vr=1691 km/s
Arp11,3,17.3475,14.3367,
Arp18,4,181.3975,50.5417,Only NICMOS imaging! Ground based color image here: https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwiYhvb_idTYAhVW5WMKHbT7ASAQjBwIBA&url=http%3A%2F%2Fwww.deepskyforum.com%2Fattachment.php%3Fattachmentid%3D186%26d%3D1335722678&psig=AOvVaw1Bg0wqS5uccTKcCtom-QYz&ust=1515903201698869
Arp22,3,179.8775,-19.2633,NGC4027; F814W imaging only. Could get second band. Found NNT image:  https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjK3NypitTYAhUJ7mMKHQjECOUQjxwIAw&url=https%3A%2F%2Fde.wikipedia.org%2Fwiki%2FNGC_4027&psig=AOvVaw273sR6mJseQ8NCG3R0VAy_&ust=1515903379963791
Arp23,1,190.385,41.15,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwiKvdmui9TYAhVDxWMKHU1QDSkQjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2F3%2F3c%2FNGC_4618_hst_09042_05446_R814B450_606.png%2F1024px-NGC_4618_hst_09042_05446_R814B450_606.png&psig=AOvVaw3WMFzfevhn8GZg5ig7XdZP&ust=1515903661077077
Arp25,2,111.805,85.755,NGC 2276; Nice WFPC2\, but doesn't cover the diffuse side. Consider doing???
Arp34,3,190.405,26.0717,could cut.  
Arp35,3,5.595,-1.3033,a bit distant. could cut?
Arp65,4,5.465,22.4,Only STIS obs.
Arp78,1,29.835,19.0067,NGC772; good ACS
Arp82,2,122.8075,25.2067,NGC2535
Arp84,4,209.66,37.425,None of the HST data seems useful. Check. Ground based image: https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjUmOH2jdTYAhUQ3GMKHUOfDGcQjBwIBA&url=http%3A%2F%2F1.bp.blogspot.com%2F-SFRwQQ2WbtU%2FTr5uprlWtbI%2FAAAAAAAAED0%2F3BlLZRpTbJc%2Fs1600%2FGTC_ARP84_n.jpg&psig=AOvVaw3aOXGwc7yNe3Ncrh0RoIDw&ust=1515904337317564
Arp86,3,356.77,29.4833,
Arp89,3,130.6675,14.285,ground based image: https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwj0juHFjtTYAhUK3mMKHbeRBXQQjBwIBA&url=http%3A%2F%2Ffaculty.etsu.edu%2Fsmithbj%2Fresearch%2Fsg%2Fsdss%2Farp89.jpg&psig=AOvVaw1r2pArmntK3LQ4klj3Cs69&ust=1515904499852339
Arp93,4,337.15,-24.8433,
Arp94,1,155.8625,19.8983,NGC 3226; https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwiF7MiJj9TYAhUM0GMKHZ4sAq8QjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fb%2Fbb%2FNGC_3227_NGC_3226_Hubble_WikiSky.jpg&psig=AOvVaw11865vmjOJBK_mdt0UDD4K&ust=1515904652636651
Arp100,3,7.16,-11.5733,
Arp101,2,241.1325,14.8183,Possible filler
Arp104,1,203.045,62.7667,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwiZ9bi_j9TYAhUV_mMKHawzDFYQjBwIBA&url=http%3A%2F%2Fwww.caelumobservatory.com%2Fmlsc%2Fn5216thumb.jpg&psig=AOvVaw36-vJqGDIlUGb0t3Vkx-VN&ust=1515904761847611
Arp105,1,167.805,28.695,The guitar https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjDu8fyj9TYAhVW-2MKHeHDBFUQjBwIBA&url=http%3A%2F%2Ffaculty.etsu.edu%2Fsmithbj%2Fresearch%2Fsg%2Fsdss%2Farp105_2.jpg&psig=AOvVaw3oFzSwg_bwRisU7aNT3dSY&ust=1515904875703265
Arp113,4,4.5925,30.08,
Arp120,1,186.94,13.0083,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjdovybkNTYAhUQ3mMKHY1RAy4QjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2F7%2F76%2FNGC4438-NGC4435-eso1131a.jpg%2F1200px-NGC4438-NGC4435-eso1131a.jpg&psig=AOvVaw0BJhykWzm-Sa1AEU5v45Mb&ust=1515904965175336
Arp157,1,21.1475,3.7933,NGC 520; https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjBvcrAkNTYAhVL12MKHTVuCHsQjBwIBA&url=https%3A%2F%2Fcdn.eso.org%2Fimages%2Fscreen%2Fpotw1048a.jpg&psig=AOvVaw295sVYyF-ca5i9PO3tS_fu&ust=1515904991881886
Arp159,3,192.94,25.775,Has WFPC2; Check quality
Arp174,3,149.6675,28.8767,NGC 3068; Only COS imaging\, Vr=6256 km/s; Likely not that interesting? Could cut.
Arp175,3,188.2175,11.4033,Not that interesting. Could cut.
Arp184,3,85.5175,69.38,NGC1961; WFPC2 but most in non-useful filters. Check. 
Arp188,1,241.515,55.4217,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjPj6CLktTYAhVK_WMKHQiNAXYQjBwIBA&url=https%3A%2F%2Fapod.nasa.gov%2Fapod%2Fimage%2F1211%2FTadpoleGalaxyPS1V9snyder.jpg&psig=AOvVaw0n95tSm5LAGVAGaB6iiNlq&ust=1515905469132711
Arp190,3,42.5825,12.8883,
Arp205,3,163.6625,54.3067,lots of UV. Only narrow band optical. Check.
Arp206,2,163.13,36.62,
